source1_entity_id	matched_entity_id	source
S1-424723765	S2-999907784	S2
S1-424723765	S2-458029478	S2
S1-266071669	S2-443643404	S2
S1-266071669	S3-532203336	S3
S1-266071669	S2-547594589	S2
S1-266071669	S3-661371188	S3
S1-266071669	S3-176068334	S3
S1-545459666	S3-682426987	S3
S1-545459666	S2-396880056	S2
S1-545459666	S2-908628405	S2
S1-545459666	S3-791352112	S3
S1-545459666	S2-568682184	S2
S1-9568196	S2-316408957	S2
S1-9568196	S3-45978255	S3
S1-9568196	S2-114881528	S2
S1-159594439	S2-675353191	S2
S1-159594439	S2-275758907	S2
S1-159594439	S3-179599639	S3
S1-848624571	S2-142576020	S2
S1-205058699	S2-684181371	S2
S1-904317785	S3-715816394	S3
S1-904317785	S2-381854815	S2
S1-904317785	S3-555547907	S3
S1-394950136	S3-680056674	S3
S1-394950136	S3-438713139	S3
S1-394950136	S2-240178017	S2
S1-394950136	S2-103805144	S2
S1-394950136	S3-383318420	S3
S1-560839264	S3-809803918	S3
S1-560839264	S2-145955818	S2
S1-560839264	S2-465726675	S2
S1-560839264	S3-45975007	S3
S1-560839264	S3-409735078	S3
S1-723995292	S2-575991463	S2
S1-723995292	S2-253735389	S2
S1-723995292	S2-164260744	S2
S1-723995292	S3-222146334	S3
S1-193005037	S3-928374911	S3
S1-193005037	S2-949927235	S2
S1-193005037	S2-568329556	S2
S1-193005037	S3-150442123	S3
S1-268699253	S3-875896478	S3
S1-268699253	S3-751501010	S3
S1-268699253	S2-968059846	S2
S1-963830237	S2-990071287	S2
S1-963830237	S2-839103263	S2
S1-963830237	S3-469302564	S3
S1-909516549	S2-471839996	S2
S1-909516549	S3-844841826	S3
S1-909516549	S3-327820451	S3
S1-623903070	S2-635523750	S2
S1-623903070	S2-438738688	S2
S1-623903070	S3-762060393	S3
S1-623903070	S3-862573194	S3
S1-623903070	S2-883320102	S2
S1-623903070	S3-855272814	S3
S1-258548037	S3-388373449	S3
S1-258548037	S3-865503478	S3
S1-258548037	S3-664366607	S3
S1-258548037	S2-840170197	S2
S1-800605008	S2-361319784	S2
S1-800605008	S3-564637916	S3
S1-800605008	S2-995077398	S2
S1-800605008	S2-285802834	S2
S1-800605008	S2-969160127	S2
S1-389127964	S3-305824239	S3
S1-389127964	S3-924723016	S3
S1-389127964	S3-52519832	S3
S1-389127964	S2-652688727	S2
S1-153676081	S2-824126536	S2
S1-153676081	S3-875839114	S3
S1-153676081	S2-854429579	S2
S1-153676081	S3-134943552	S3
S1-58144122	S2-281576159	S2
S1-58144122	S3-166063428	S3
S1-58144122	S3-933449541	S3
S1-58144122	S2-823766084	S2
S1-58144122	S2-596713542	S2
S1-58144122	S2-502927845	S2
S1-876252431	S2-612293714	S2
S1-876252431	S2-700919129	S2
S1-876252431	S3-741503099	S3
S1-515086445	S2-355483125	S2
S1-515086445	S2-467466272	S2
S1-515086445	S2-526839294	S2
S1-515086445	S3-757833150	S3
S1-515086445	S3-285339651	S3
S1-515086445	S3-834630992	S3
S1-412062028	S3-340424786	S3
S1-412062028	S2-915144712	S2
S1-26660244	S3-555631053	S3
S1-26660244	S3-571367461	S3
S1-26660244	S2-869575836	S2
S1-26660244	S2-294834117	S2
S1-26660244	S3-831179666	S3
S1-434151038	S3-619788951	S3
S1-434151038	S3-954853125	S3
S1-434151038	S2-254115901	S2
S1-434151038	S3-9491946	S3
S1-968988291	S2-667281026	S2
S1-968988291	S2-105714282	S2
S1-968988291	S2-515201018	S2
S1-394980630	S3-306834722	S3
S1-394980630	S2-103133446	S2
S1-845522274	S3-972593387	S3
S1-845522274	S2-319049444	S2
S1-845522274	S2-250512226	S2
S1-845522274	S3-205467537	S3
S1-845522274	S3-310770759	S3
S1-845522274	S3-127091046	S3
S1-580379341	S2-881659552	S2
S1-580379341	S2-211535992	S2
S1-580379341	S2-622952902	S2
S1-580379341	S3-188129705	S3
S1-580379341	S2-430332176	S2
S1-580379341	S3-998211678	S3
S1-580379341	S3-31662325	S3
S1-580379341	S3-344641523	S3
S1-890815658	S3-144497243	S3
S1-199080590	S2-749938832	S2
S1-199080590	S3-297796901	S3
S1-199080590	S3-921846188	S3
S1-199080590	S3-662192819	S3
S1-311791900	S2-265893196	S2
S1-311791900	S3-380249130	S3
S1-311791900	S2-380012398	S2
S1-640323175	S3-303216720	S3
S1-640323175	S3-84576828	S3
S1-640323175	S2-484603668	S2
S1-640323175	S2-56260404	S2
S1-640323175	S2-997976075	S2
S1-640323175	S2-364155385	S2
S1-916255139	S3-616449740	S3
S1-916255139	S3-79271326	S3
S1-916255139	S3-363079881	S3
S1-916255139	S2-963677106	S2
S1-916255139	S3-271364806	S3
S1-878261192	S2-568980305	S2
S1-534908249	S3-157443519	S3
S1-550008351	S3-322129402	S3
S1-550008351	S3-292407931	S3
S1-550008351	S3-486266427	S3
S1-550008351	S3-771421595	S3
S1-61218128	S2-359459627	S2
S1-61218128	S3-70952845	S3
S1-73540711	S3-948087785	S3
S1-73540711	S2-167292514	S2
S1-73540711	S2-949442457	S2
S1-73540711	S3-269941769	S3
S1-73540711	S2-176312808	S2
S1-72281536	S3-904319926	S3
S1-72281536	S2-292254072	S2
S1-145369565	S3-454361451	S3
S1-145369565	S2-519303579	S2
S1-701672831	S3-357245929	S3
S1-701672831	S2-382132516	S2
S1-399162471	S2-865059882	S2
S1-399162471	S3-417700401	S3
S1-325895334	S3-942447424	S3
S1-325895334	S3-288078737	S3
S1-325895334	S3-21941213	S3
S1-107765668	S2-732184439	S2
S1-107765668	S2-880166400	S2
S1-107765668	S3-130231745	S3
S1-107765668	S3-593860254	S3
S1-903032207	S2-946535382	S2
S1-903032207	S3-770674450	S3
S1-903032207	S3-693224185	S3
S1-268425147	S2-573806715	S2
S1-268425147	S3-928435320	S3
S1-268425147	S3-976439433	S3
S1-59718103	S3-74297081	S3
S1-59718103	S3-636760686	S3
S1-59718103	S2-94213271	S2
S1-905862664	S2-791862947	S2
S1-905862664	S3-633736267	S3
S1-889481140	S2-69648048	S2
S1-889481140	S2-815075480	S2
S1-889481140	S3-10456691	S3
S1-858582307	S3-540584989	S3
S1-858582307	S2-878813689	S2
S1-858582307	S3-688405478	S3
S1-415628732	S2-758308282	S2
S1-415628732	S3-351152963	S3
S1-415628732	S3-320564168	S3
S1-76935519	S3-879072303	S3
S1-76935519	S2-983233927	S2
S1-266838880	S3-125302408	S3
S1-266838880	S2-525954291	S2
S1-266838880	S2-726714717	S2
S1-543512477	S2-886526074	S2
S1-543512477	S3-49002194	S3
S1-447681107	S2-453192035	S2
S1-447681107	S3-284107943	S3
S1-252968531	S2-17629671	S2
S1-252968531	S2-989446757	S2
S1-252968531	S3-748038715	S3
S1-192825479	S3-125087941	S3
S1-192825479	S2-186642714	S2
S1-192825479	S2-135650630	S2
S1-833471791	S3-331535922	S3
S1-833471791	S2-108101125	S2
S1-833471791	S2-302972563	S2
S1-833471791	S2-495534871	S2
S1-83302850	S2-619517355	S2
S1-83302850	S3-594861726	S3
S1-83302850	S2-380386312	S2
S1-83302850	S3-479746086	S3
S1-83302850	S2-395764199	S2
S1-662124192	S2-538045074	S2
S1-662124192	S2-425268646	S2
S1-662124192	S3-823223032	S3
S1-662124192	S3-423822296	S3
S1-662124192	S2-308054212	S2
S1-60823411	S3-952640420	S3
S1-60823411	S2-486098610	S2
S1-60823411	S3-223742508	S3
S1-60823411	S2-260026808	S2
S1-60823411	S2-52265545	S2
S1-60823411	S3-357344248	S3
S1-60823411	S3-601941917	S3
S1-839772416	S3-242465170	S3
S1-839772416	S2-629290325	S2
S1-839772416	S2-387929232	S2
S1-780489364	S3-74412404	S3
S1-780489364	S3-115302198	S3
S1-780489364	S2-826015627	S2
S1-795625724	S3-430297094	S3
S1-795625724	S2-327040456	S2
S1-795625724	S2-192309434	S2
S1-141941354	S2-74007998	S2
S1-141941354	S2-307833066	S2
S1-697239711	S2-156552757	S2
S1-697239711	S2-382339383	S2
S1-697239711	S2-991775985	S2
S1-697239711	S2-771405468	S2
S1-697239711	S3-73813846	S3
S1-697239711	S3-379360875	S3
S1-697239711	S3-954956959	S3
S1-697239711	S3-67560234	S3
S1-697239711	S3-50377347	S3
S1-697239711	S2-820061096	S2
S1-73870191	S2-473305931	S2
S1-73870191	S2-651656522	S2
S1-73870191	S3-889245623	S3
S1-73870191	S2-844051211	S2
S1-73870191	S2-868545991	S2
S1-721598903	S2-464708354	S2
S1-721598903	S2-196535530	S2
S1-721598903	S3-26655221	S3
S1-721598903	S3-472932270	S3
S1-749700652	S2-586444771	S2
S1-749700652	S2-620262970	S2
S1-749700652	S3-867864008	S3
S1-749700652	S2-94103391	S2
S1-126420518	S3-625699594	S3
S1-126420518	S2-671628444	S2
S1-126420518	S2-826350333	S2
S1-126420518	S3-138370308	S3
S1-955100265	S2-395898886	S2
S1-955100265	S3-45147235	S3
S1-955100265	S3-25198361	S3
S1-955100265	S3-645121056	S3
S1-955100265	S3-925421272	S3
S1-955100265	S2-795255850	S2
S1-398775817	S3-347144103	S3
S1-398775817	S2-698487103	S2
S1-398775817	S3-582099184	S3
S1-11115577	S3-430166796	S3
S1-11115577	S2-453895271	S2
S1-406527539	S2-293210348	S2
S1-507543346	S2-854972501	S2
S1-507543346	S2-58866749	S2
S1-507543346	S2-532233182	S2
S1-507543346	S3-511527618	S3
S1-870908432	S2-643252005	S2
S1-870908432	S3-899163467	S3
S1-870908432	S2-23845294	S2
S1-711813257	S2-466836826	S2
S1-711813257	S3-915857261	S3
S1-711813257	S2-106811322	S2
S1-711813257	S3-117370661	S3
S1-711813257	S3-540909767	S3
S1-781048233	S2-383624316	S2
S1-781048233	S3-592262902	S3
S1-781048233	S2-486325875	S2
S1-903099317	S2-353288690	S2
S1-903099317	S3-403975804	S3
S1-903099317	S3-339113949	S3
S1-496985148	S3-48171340	S3
S1-496985148	S2-475078649	S2
S1-496985148	S2-264072932	S2
S1-496985148	S3-220210648	S3
S1-496985148	S3-840469160	S3
S1-156551048	S2-820399963	S2
S1-156551048	S2-515675650	S2
S1-156551048	S3-581792481	S3
S1-140003755	S2-409922592	S2
S1-391171121	S3-233256061	S3
S1-391171121	S2-805554239	S2
S1-391171121	S2-960722539	S2
S1-391171121	S2-12350345	S2
S1-391171121	S3-646445979	S3
S1-831381976	S2-851380020	S2
S1-831381976	S3-42382256	S3
S1-831381976	S2-894949100	S2
S1-831381976	S3-329531652	S3
S1-831381976	S2-439715372	S2
S1-831381976	S3-291217979	S3
S1-831381976	S2-536929015	S2
S1-97540739	S3-373736395	S3
S1-97540739	S3-776493699	S3
S1-97540739	S3-728964461	S3
S1-97540739	S3-872864359	S3
S1-97540739	S3-903685016	S3
S1-97540739	S2-368525598	S2
S1-97540739	S2-516339815	S2
S1-97540739	S2-791392248	S2
S1-867672249	S3-43010272	S3
S1-867672249	S3-632096639	S3
S1-867672249	S2-71609308	S2
S1-503452250	S2-191356012	S2
S1-503452250	S2-654382534	S2
S1-503452250	S2-956087491	S2
S1-503452250	S3-429349452	S3
S1-503452250	S3-371047656	S3
S1-503452250	S2-961885875	S2
S1-279706723	S2-831299862	S2
S1-279706723	S3-909030119	S3
S1-279706723	S3-87823393	S3
S1-279706723	S3-355482236	S3
S1-279706723	S3-13361809	S3
S1-967963015	S3-247464326	S3
S1-967963015	S3-247750594	S3
S1-967963015	S2-902162401	S2
S1-961476892	S3-239888745	S3
S1-961476892	S3-223626921	S3
S1-961476892	S2-251227143	S2
S1-750467676	S2-181171323	S2
S1-750467676	S2-331110146	S2
S1-750467676	S3-600782254	S3
S1-750467676	S3-787975596	S3
S1-471409765	S3-633750297	S3
S1-471409765	S2-566789039	S2
S1-471409765	S3-363411394	S3
S1-626679057	S3-850099526	S3
S1-626679057	S2-688928131	S2
S1-626679057	S2-668959951	S2
S1-626679057	S3-577318782	S3
S1-626679057	S3-411330127	S3
S1-626679057	S3-405627199	S3
S1-626679057	S3-347753484	S3
S1-479555605	S3-63628795	S3
S1-479555605	S2-663609573	S2
S1-479555605	S3-480856060	S3
S1-479555605	S2-838107676	S2
S1-479555605	S3-711435544	S3
S1-635481769	S3-594639667	S3
S1-635481769	S2-264720910	S2
S1-635481769	S3-194384041	S3
S1-635481769	S3-863773329	S3
S1-913044245	S2-404129791	S2
S1-913044245	S2-911099042	S2
S1-913044245	S3-41174790	S3
S1-913044245	S2-962996802	S2
S1-597272539	S2-470296207	S2
S1-597272539	S3-961284724	S3
S1-597272539	S2-446276226	S2
S1-363978929	S2-929392762	S2
S1-363978929	S2-192727768	S2
S1-363978929	S3-906857559	S3
S1-413915130	S3-143949238	S3
S1-413915130	S3-852448512	S3
S1-413915130	S2-167630207	S2
S1-323413520	S2-827533200	S2
S1-323413520	S2-35619615	S2
S1-323413520	S3-91452067	S3
S1-323413520	S3-534219839	S3
S1-323413520	S2-970197231	S2
S1-323413520	S3-668713277	S3
S1-280723317	S3-673393976	S3
S1-280723317	S2-429136435	S2
S1-280723317	S3-242505400	S3
S1-280723317	S2-741542424	S2
S1-509454942	S2-502832925	S2
S1-509454942	S3-429791756	S3
S1-509454942	S3-345998684	S3
S1-417625918	S2-671358514	S2
S1-417625918	S3-810576892	S3
S1-417625918	S3-850662464	S3
S1-417625918	S3-223549443	S3
S1-417625918	S3-523164058	S3
S1-417625918	S2-150339850	S2
S1-901803397	S3-836939696	S3
S1-901803397	S3-611882394	S3
S1-677635323	S3-50809758	S3
S1-677635323	S2-559042716	S2
S1-677635323	S2-777886961	S2
S1-677635323	S3-287478566	S3
S1-677635323	S2-283801967	S2
S1-677635323	S3-773226770	S3
S1-677635323	S2-819262019	S2
S1-677635323	S3-965821516	S3
S1-144296491	S2-714151888	S2
S1-144296491	S2-59914339	S2
S1-144296491	S3-690290511	S3
S1-581200693	S2-191498895	S2
S1-581200693	S3-89658730	S3
S1-581200693	S3-508786153	S3
S1-581200693	S2-853927094	S2
S1-699154812	S3-611744857	S3
S1-699154812	S3-926932080	S3
S1-699154812	S3-662106218	S3
S1-699154812	S2-287766501	S2
S1-594414242	S2-418257169	S2
S1-594414242	S3-798346015	S3
S1-594414242	S2-77205046	S2
S1-40240595	S3-618039821	S3
S1-40240595	S3-378500446	S3
S1-40240595	S2-706230595	S2
S1-40240595	S3-222095247	S3
S1-40240595	S3-747726666	S3
S1-632639415	S2-55245140	S2
S1-632639415	S2-810616242	S2
S1-632639415	S2-627177449	S2
S1-632639415	S3-956957599	S3
S1-632639415	S2-4824532	S2
S1-679849621	S3-614789047	S3
S1-679849621	S3-573489720	S3
S1-679849621	S2-657291251	S2
S1-37707491	S3-605933846	S3
S1-37707491	S3-158504939	S3
S1-37707491	S2-721473332	S2
S1-37707491	S2-646391085	S2
S1-517683305	S2-258719094	S2
S1-517683305	S3-475029927	S3
S1-517683305	S3-538952673	S3
S1-517683305	S3-919275552	S3
S1-517683305	S2-870253909	S2
S1-318739926	S3-489538660	S3
S1-318739926	S2-252428801	S2
S1-318739926	S3-373035268	S3
S1-318739926	S3-771333254	S3
S1-318739926	S3-899963959	S3
S1-318739926	S2-155148331	S2
S1-102035734	S2-834252762	S2
S1-223424388	S3-997247151	S3
S1-223424388	S3-692796179	S3
S1-223424388	S2-223114726	S2
S1-223424388	S2-469723232	S2
S1-223424388	S3-199258291	S3
S1-223424388	S2-572864198	S2
S1-241313809	S2-204114008	S2
S1-241313809	S3-185606027	S3
S1-306901692	S2-806463452	S2
S1-306901692	S3-561801051	S3
S1-532862675	S2-755913588	S2
S1-532862675	S3-231159764	S3
S1-211325040	S3-283660883	S3
S1-211325040	S3-785354831	S3
S1-211325040	S2-380878229	S2
S1-146316622	S3-714035660	S3
S1-146316622	S3-992821688	S3
S1-146316622	S2-98971720	S2
S1-146316622	S3-354297246	S3
S1-146316622	S2-652736363	S2
S1-146316622	S3-862605903	S3
S1-780279562	S2-75802009	S2
S1-780279562	S3-993553228	S3
S1-780279562	S2-454092827	S2
S1-74183893	S2-383884908	S2
S1-74183893	S2-112517860	S2
S1-74183893	S3-33951217	S3
S1-74183893	S3-167952365	S3
S1-282301369	S2-528733930	S2
S1-282301369	S3-621799597	S3
S1-282301369	S2-735710052	S2
S1-282301369	S2-4937571	S2
S1-282301369	S3-736775656	S3
S1-282301369	S2-194245345	S2
S1-561927605	S3-158718068	S3
S1-561927605	S2-558206809	S2
S1-561927605	S3-608841692	S3
S1-561927605	S3-592932974	S3
S1-140025924	S3-886532076	S3
S1-140025924	S2-615860677	S2
S1-676836901	S2-561622673	S2
S1-676836901	S3-610134442	S3
S1-676836901	S2-939796017	S2
S1-676836901	S2-59030188	S2
S1-747773639	S2-493572345	S2
S1-747773639	S3-762628377	S3
S1-747773639	S2-756211369	S2
S1-859722659	S3-56208321	S3
S1-859722659	S2-765466919	S2
S1-859722659	S3-3352136	S3
S1-329026161	S3-396521727	S3
S1-329026161	S3-28962331	S3
S1-329026161	S2-80967361	S2
S1-329026161	S3-158077522	S3
S1-130188024	S2-739112850	S2
S1-130188024	S3-790135488	S3
S1-130188024	S3-339526597	S3
S1-130188024	S3-289899532	S3
S1-130188024	S2-924748741	S2
S1-251458621	S2-825906373	S2
S1-251458621	S3-674546790	S3
S1-935481995	S2-680829171	S2
S1-935481995	S3-736351358	S3
S1-935481995	S2-433200298	S2
S1-935481995	S2-344887666	S2
S1-935481995	S3-231276244	S3
S1-818884314	S2-433999805	S2
S1-818884314	S2-675283100	S2
S1-818884314	S2-147620221	S2
S1-818884314	S3-165790924	S3
S1-818884314	S3-584545136	S3
S1-818884314	S2-423722364	S2
S1-818884314	S2-777237477	S2
S1-461042554	S2-268503842	S2
S1-461042554	S3-497002609	S3
S1-461042554	S2-960990923	S2
S1-925372506	S3-993224097	S3
S1-925372506	S2-494585706	S2
S1-925372506	S3-334033390	S3
S1-925372506	S2-237804708	S2
S1-925372506	S3-609864616	S3
S1-940169277	S3-796149383	S3
S1-940169277	S2-670416036	S2
S1-940169277	S2-765562924	S2
S1-108161581	S2-79287948	S2
S1-108161581	S3-482017628	S3
S1-892825590	S2-61135437	S2
S1-892825590	S3-874597414	S3
S1-892825590	S3-327495232	S3
S1-926345296	S3-342225554	S3
S1-926345296	S3-727160413	S3
S1-926345296	S2-720311119	S2
S1-996078020	S2-157832780	S2
S1-996078020	S3-379309151	S3
S1-661602242	S2-780010389	S2
S1-661602242	S3-998451416	S3
S1-661602242	S3-530434904	S3
S1-661602242	S3-808487850	S3
S1-208417260	S2-514739752	S2
S1-208417260	S2-727883991	S2
S1-208417260	S3-434990593	S3
S1-292425300	S3-19838357	S3
S1-292425300	S2-801291548	S2
S1-292425300	S2-836034718	S2
S1-292425300	S3-956217441	S3
S1-70700827	S2-961305998	S2
S1-70700827	S3-21846714	S3
S1-70700827	S2-743631560	S2
S1-70700827	S2-758519041	S2
S1-20854090	S3-998573277	S3
S1-20854090	S2-576828016	S2
S1-20854090	S2-569494453	S2
S1-20854090	S2-291429890	S2
S1-20854090	S3-768303032	S3
S1-20854090	S2-98103079	S2
S1-555331810	S2-244548978	S2
S1-555331810	S3-960742546	S3
S1-555331810	S2-927687234	S2
S1-555331810	S3-816779763	S3
S1-555331810	S3-155250976	S3
S1-555331810	S2-458703934	S2
S1-344076433	S3-470434012	S3
S1-344076433	S3-385401105	S3
S1-344076433	S3-718367850	S3
S1-344076433	S2-657677574	S2
S1-344076433	S3-210648353	S3
S1-497494073	S2-717906681	S2
S1-497494073	S2-480032794	S2
S1-497494073	S3-632478565	S3
S1-497494073	S2-683204992	S2
S1-929250030	S3-783066462	S3
S1-929250030	S3-374473844	S3
S1-929250030	S3-508479466	S3
S1-929250030	S2-615224322	S2
S1-929250030	S2-902685526	S2
S1-190755038	S3-605294842	S3
S1-190755038	S3-730192394	S3
S1-190755038	S3-429711651	S3
S1-190755038	S2-916232477	S2
S1-844665886	S2-528353783	S2
S1-844665886	S3-352226789	S3
S1-844665886	S3-133827231	S3
S1-844665886	S3-936612284	S3
S1-386616083	S2-327621393	S2
S1-386616083	S2-34841867	S2
S1-386616083	S3-305755845	S3
S1-766190032	S2-19576968	S2
S1-766190032	S3-229421835	S3
S1-766190032	S3-269584389	S3
S1-637682746	S2-479247187	S2
S1-637682746	S2-417001321	S2
S1-637682746	S2-919688389	S2
S1-73042441	S2-458498856	S2
S1-966975112	S2-360515249	S2
S1-966975112	S2-364415515	S2
S1-966975112	S2-12932737	S2
S1-966975112	S3-92747296	S3
S1-765492540	S2-331056477	S2
S1-765492540	S2-292306141	S2
S1-765492540	S3-533596044	S3
S1-765492540	S2-716950577	S2
S1-394741843	S3-55318330	S3
S1-394741843	S3-463564306	S3
S1-394741843	S2-507468554	S2
S1-394741843	S2-107719354	S2
S1-126749530	S2-67867362	S2
S1-126749530	S3-808108278	S3
S1-126749530	S3-565128437	S3
S1-126749530	S3-594159831	S3
S1-800301400	S2-721685553	S2
S1-800301400	S2-476753419	S2
S1-751768851	S2-175111096	S2
S1-751768851	S2-183230791	S2
S1-751768851	S2-269747938	S2
S1-751768851	S3-652585530	S3
S1-751768851	S2-433742551	S2
S1-751768851	S3-316088210	S3
S1-751768851	S3-362108943	S3
S1-135228752	S2-228319826	S2
S1-135228752	S3-653824073	S3
S1-135228752	S2-831460509	S2
S1-135228752	S2-874036296	S2
S1-135228752	S3-278164580	S3
S1-330704463	S2-441743802	S2
S1-330704463	S2-689524589	S2
S1-330704463	S3-574257263	S3
S1-330704463	S3-75445050	S3
S1-715093471	S2-813942332	S2
S1-715093471	S2-139673356	S2
S1-715093471	S2-375262939	S2
S1-715093471	S3-107865841	S3
S1-909865811	S3-551559998	S3
S1-909865811	S2-26475862	S2
S1-909865811	S3-649663444	S3
S1-516121609	S3-615348742	S3
S1-516121609	S2-390840156	S2
S1-295956209	S3-547638997	S3
S1-295956209	S3-571760731	S3
S1-295956209	S2-813086964	S2
S1-869738580	S2-188981984	S2
S1-869738580	S3-599096510	S3
S1-869738580	S2-847593568	S2
S1-670878086	S2-288330481	S2
S1-670878086	S2-703768203	S2
S1-670878086	S3-778935293	S3
S1-670878086	S2-137267706	S2
S1-294675541	S2-799932242	S2
S1-294675541	S3-407676062	S3
S1-294675541	S3-699404519	S3
S1-294675541	S2-492323667	S2
S1-294675541	S3-820379693	S3
S1-294675541	S2-609497404	S2
S1-457373777	S2-809793605	S2
S1-457373777	S2-453475010	S2
S1-457373777	S3-487368737	S3
S1-457373777	S3-831583826	S3
S1-457373777	S3-848275306	S3
S1-457373777	S3-467122255	S3
S1-90744994	S3-747485337	S3
S1-90744994	S3-936337664	S3
S1-90744994	S3-572479387	S3
S1-90744994	S2-342570259	S2
S1-717116284	S2-117791944	S2
S1-717116284	S3-569112096	S3
S1-717116284	S2-840780663	S2
S1-717116284	S3-677210299	S3
S1-251116738	S3-716628368	S3
S1-251116738	S3-262839300	S3
S1-251116738	S2-509179914	S2
S1-251116738	S2-72796240	S2
S1-251116738	S2-491288468	S2
S1-405520008	S2-923785025	S2
S1-405520008	S3-460400982	S3
S1-405520008	S2-733571442	S2
S1-343468098	S2-46712059	S2
S1-343468098	S2-203391555	S2
S1-343468098	S3-629139914	S3
S1-343468098	S3-270422289	S3
S1-343468098	S3-853474678	S3
S1-120976380	S3-903186447	S3
S1-120976380	S3-468410502	S3
S1-120976380	S3-615843190	S3
S1-120976380	S2-771775071	S2
S1-166440928	S3-212466187	S3
S1-166440928	S2-157507310	S2
S1-166440928	S2-696672788	S2
S1-64605833	S3-801407852	S3
S1-64605833	S3-263711506	S3
S1-64605833	S2-665541204	S2
S1-443229916	S3-668333833	S3
S1-443229916	S2-974253904	S2
S1-443229916	S2-641764981	S2
S1-443229916	S3-45230116	S3
S1-33990096	S2-767913264	S2
S1-33990096	S2-227092079	S2
S1-33990096	S3-536593196	S3
S1-33990096	S2-159927007	S2
S1-221908015	S3-780079982	S3
S1-221908015	S3-623885854	S3
S1-221908015	S2-792125371	S2
S1-221908015	S3-186057699	S3
S1-952125355	S2-593000580	S2
S1-952125355	S2-982527372	S2
S1-952125355	S3-125449923	S3
S1-143634159	S2-798143115	S2
S1-143634159	S2-224068809	S2
S1-143634159	S2-2396561	S2
S1-143634159	S2-33631575	S2
S1-143634159	S2-151550584	S2
S1-476147248	S2-630398553	S2
S1-476147248	S2-468043029	S2
S1-476147248	S2-569052502	S2
S1-476147248	S2-342029909	S2
S1-476147248	S3-688516080	S3
S1-523368208	S2-209456276	S2
S1-523368208	S2-608149969	S2
S1-523368208	S3-752103864	S3
S1-523368208	S3-999874978	S3
S1-669269256	S3-135604073	S3
S1-669269256	S3-26483903	S3
S1-669269256	S2-944292730	S2
S1-669269256	S2-331227192	S2
S1-433673030	S3-726697574	S3
S1-433673030	S2-763980201	S2
S1-259194735	S3-29574952	S3
S1-259194735	S3-819077573	S3
S1-464387602	S3-603019027	S3
S1-464387602	S2-41613706	S2
S1-464387602	S2-214350415	S2
S1-464387602	S2-478143516	S2
S1-390571955	S3-572118430	S3
S1-390571955	S2-736578227	S2
S1-390571955	S2-291707425	S2
S1-322399583	S3-211276181	S3
S1-322399583	S3-776860613	S3
S1-322399583	S2-12499071	S2
